# TÃ­o Pepe System Log
# This file contains system-wide logs and events
# Format: [TIMESTAMP] [LEVEL] [MODULE] Message

[2024-01-01 00:00:00] [INFO] [System] Logging system initialized2025-03-09 01:18:43,986 - __main__ - INFO - Initializing Tío Pepe system...
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:45:09,033 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:09] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:45:10,703 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:10] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:45:10,719 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:10] "[36mGET /static/js/tasks.js HTTP/1.1[0m" 304 -
2025-03-09 02:45:10,720 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:10] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:45:10,731 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:45:10,733 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:10] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:45:11,408 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:11] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:45:11,420 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:11] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:45:11,428 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:11] "[36mGET /static/js/tasks.js HTTP/1.1[0m" 304 -
2025-03-09 02:45:11,434 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:45:11,437 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:11] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:45:22,051 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:45:22,053 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:22] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:45:32,042 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:45:32,044 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:32] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:45:42,050 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:45:42,053 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:42] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:45:51,494 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:45:51,498 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:45:51] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:46:01,046 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:01] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:46:02,044 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:46:02,046 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:02] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:46:03,047 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:03] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:46:12,045 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:46:12,046 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:12] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:46:22,047 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:46:22,049 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:22] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:46:32,045 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:46:32,047 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:32] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:46:42,039 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:46:42,041 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:42] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:46:52,053 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:46:52,054 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:46:52] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:47:02,045 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:47:02] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:47:03,043 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:47:03,044 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:47:03] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:47:03,045 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:47:03] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:48:03,055 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:48:03] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:48:03,055 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:48:03,058 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:48:03] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:48:03,060 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:48:03] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:49:03,052 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:03] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:49:03,052 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:49:03,056 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:03] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:49:03,058 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:03] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:49:34,286 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:34] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:49:35,869 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:35] "GET /agents HTTP/1.1" 200 -
2025-03-09 02:49:35,901 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:35] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:49:35,903 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:35] "[36mGET /static/js/agents.js HTTP/1.1[0m" 304 -
2025-03-09 02:49:35,921 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:35] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:49:40,222 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:49:40,244 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:49:40,253 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "[36mGET /static/js/tasks.js HTTP/1.1[0m" 304 -
2025-03-09 02:49:40,265 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:49:40,268 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:49:40,924 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "GET / HTTP/1.1" 200 -
2025-03-09 02:49:40,943 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:49:40,944 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "[36mGET /static/js/dashboard.js HTTP/1.1[0m" 304 -
2025-03-09 02:49:40,957 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:49:40,961 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:49:40,967 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:49:40,970 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:40] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:49:54,064 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:54] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:49:54,085 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:54] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:49:54,094 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:54] "[36mGET /static/js/tasks.js HTTP/1.1[0m" 304 -
2025-03-09 02:49:54,110 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:49:54,113 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:54] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
2025-03-09 02:49:55,155 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:55] "GET /agents HTTP/1.1" 200 -
2025-03-09 02:49:55,181 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:55] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:49:55,195 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:55] "[36mGET /static/js/agents.js HTTP/1.1[0m" 304 -
2025-03-09 02:49:55,213 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:55] "GET /api/agents HTTP/1.1" 200 -
2025-03-09 02:49:56,245 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:56] "GET / HTTP/1.1" 200 -
2025-03-09 02:49:56,266 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:56] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:49:56,273 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:56] "[36mGET /static/js/dashboard.js HTTP/1.1[0m" 304 -
2025-03-09 02:49:56,283 - web.web_server - ERROR - Exception on /api/tasks [GET]
Traceback (most recent call last):
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 1511, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 919, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 917, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\Mischard\AppData\Local\Programs\Python\Python310\lib\site-packages\flask\app.py", line 902, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
  File "F:\ser\web\web_server.py", line 39, in get_tasks
AttributeError: 'Orchestrator' object has no attribute 'get_all_tasks'
2025-03-09 02:49:56,285 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 02:49:56] "[35m[1mGET /api/tasks HTTP/1.1[0m" 500 -
